section,lesson,lesson_description,word,is_sight_word,phonetic_symbol,letter_combination,source
13,120,The Vowel Pair OW as /ou/,grow,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,grown,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,throw,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,the,T,/ē/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,truck,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,that,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,will,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,on,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,lawn,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,it,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,is,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,quite,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,a,T,/ā/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,we,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,watch,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,huge,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,wall,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,of,T,/ŭ/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,pile,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,not,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,has,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,to,T,/o-o/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,be,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,six,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,feet,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,tall,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,owl,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,now,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,how,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,gown,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,town,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,down,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,clown,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,frown,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,growl,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,brown,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,crown,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,crowd,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,this,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,story,F,/ôr/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,contains,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,ow,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,words,F,/ûr/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,pronounced,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,or,F,/ôr/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,ou,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,if,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,pronounces,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,word,F,/ûr/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,incorrectly,F,/ôr/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,just,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,suggest,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,trying,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,other,F,/ûr/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,sound,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,king,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,and,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,queen,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,gave,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,fall,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,ball,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,way,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,saw,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,floats,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,with,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,red,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,bows,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,roll,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,by,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,float,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,did,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,dance,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,jig,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,man,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,in,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,suit,F,/o-o/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,sold,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,food,F,/o-o/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,drink,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,at,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,good,F,/o˘o/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,blue,F,/o-o/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,silk,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,smile,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,gold,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,made,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,speech,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,band,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,play,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,waltz,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,hall,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,small,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,prince,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,slept,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,all,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,while,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,when,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,he,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,go,F,/ou/,,OPG_Revised_Instructor.pdf
13,120,The Vowel Pair OW as /ou/,too,T,/o-o/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,out,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,shout,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,loud,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,count,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,couch,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,grouch,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,house,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,round,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,ground,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,sound,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,south,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,mouth,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,the,T,/ē/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,lay,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,on,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,a,T,/ā/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,woke,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,him,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,up,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,big,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,black,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,rat,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,was,T,/ŭ/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,of,T,/ŭ/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,his,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,hole,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,did,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,push,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,lamp,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,off,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,its,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,stand,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,it,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,made,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,crash,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,when,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,hit,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,leap,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,to,T,/o-o/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,feet,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,and,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,my,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,squint,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,look,F,/o˘o/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,in,F,/ou/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,eye,T,/ī/,,OPG_Revised_Instructor.pdf
13,121,The Vowel Pair OU as /ou/,bound,F,/ou/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,Roy,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,boy,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,toy,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,joy,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,coy,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,soy,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,wants,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,a,T,/ā/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,brand,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,new,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,would,T,/o˘o/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,like,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,small,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,tow,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,truck,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,he,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,could,T,/o˘o/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,pull,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,things,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,to,T,/o-o/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,the,T,/ē/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,sand,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,box,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,with,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,his,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,plans,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,save,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,cash,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,so,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,that,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,can,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,buy,T,/ī/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,thinks,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,not,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,get,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,it,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,free,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,as,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,gift,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,now,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,has,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,six,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,bucks,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,goes,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,shop,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,and,F,/oi/,,OPG_Revised_Instructor.pdf
13,122,The Vowel Pair OY as /oi/,buys,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,oil,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,boil,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,foil,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,soil,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,broil,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,spoil,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,coin,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,join,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,joint,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,point,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,moist,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,oink,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,I,T,/ī/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,will,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,pay,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,a,T,/ā/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,to,T,/o-o/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,buy,T,/ī/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,small,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,piece,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,of,T,/ŭ/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,ground,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,steak,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,when,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,go,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,town,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,must,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,my,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,choice,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,the,T,/ē/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,meat,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,on,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,so,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,it,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,not,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,pan,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,wash,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,that,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,is,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,clean,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,do,T,/o-o/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,want,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,live,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,like,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,pig,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,pigs,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,are,F,/âr/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,and,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,lie,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,in,F,/oi/,,OPG_Revised_Instructor.pdf
13,123,The Vowel Pair OI as /oi/,by,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,joy,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,boys,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,join,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,voice,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,noise,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,out,F,/ou/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,round,F,/ou/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,sound,F,/ou/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,shout,F,/ou/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,found,F,/ou/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,brown,F,/ou/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,owl,F,/ou/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,howl,F,/ou/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,town,F,/ou/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,down,F,/ou/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,a,T,/ā/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,group,F,/o-o/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,of,T,/ŭ/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,went,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,on,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,hike,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,late,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,in,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,the,T,/ē/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,day,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,they,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,saw,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,cool,F,/o-o/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,spring,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,and,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,to,T,/o-o/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,take,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,drink,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,left,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,path,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,got,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,lost,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,woods,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,but,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,could,T,/o˘o/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,not,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,find,F,/oi/,,OPG_Revised_Instructor.pdf
13,124,Review Words with the /ou/ or /oi/ Sound,way,F,/oi/,,OPG_Revised_Instructor.pdf
